date,AAPL,AXP,BA,CAT,CSCO,CVX,DD,DIS,GE,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,V,VZ,WMT,XOM
2010-01-05,0.0017288892201157147,-0.00219930922416689,0.032751873145068666,0.011955608839738341,-0.004455296144043053,0.007083295856668892,-0.009632178474512143,-0.0024945441308796834,0.005178052986736903,0.017679675766488545,0.007324709294144416,-0.0120799576814824,-4.788604392115259e-4,-0.011595543454164359,0.01936995730792468,-0.012096825723423965,-0.00764575056128991,-0.006263513413495403,0.004052977436623362,3.230554165598587e-4,0.003978588021033458,-0.014263097877933673,3.2721700106619345e-4,-0.023690019430090192,-0.0015858505752712748,-0.014937883372258765,-0.01145908310156718,0.0018027835270197912,-0.009957587105835386,0.003904513586238778
2010-01-06,-0.01590634745264552,0.016164583174945957,0.030334351717775432,0.003037983758040097,-0.006509320753204539,1.2552433481127778e-4,0.003242042773228704,-0.005314132850013031,-0.005151378873972656,-0.01067335808213099,-0.00346255176843413,-0.006496034843966325,-0.0033541686453856245,0.008133829892456257,0.0054944427793588435,-3.5486885935243073e-4,-0.01364362160923871,0.014181797293245646,0.013455332602464898,-0.006136920291794468,-0.006096653720236711,-0.0032154089043952006,-0.004743226172929882,-0.014188828828934241,0.009847588524451334,-0.005243681715944137,-0.013428196320835473,-0.02875381299266877,-0.002235030746024491,0.008643014191143994
2010-01-07,-0.0018485736007873843,0.016218795630841276,0.04048179546657682,0.004038315713549734,0.004504508780256211,-0.003767377870175448,0.010281973460781302,3.142721524151959e-4,0.051779963800855366,0.01956848076905815,0.011813735995039432,-0.003461519277231151,-0.009615307676188678,-0.007137228984240074,0.01980881142601376,-0.002485398096202962,0.00732302869175272,7.1717485992151e-4,0.0015932302103545126,-0.010399724624251427,0.009814468039005098,-0.003763434265389498,-0.005423128712727765,0.014393049342379616,0.03837674341242536,0.0042740324482433145,0.009306712725627664,-0.005952372768049274,5.599926957282619e-4,-0.0031418589408317432
2010-01-08,0.006648338283962163,-7.146173465719663e-4,-0.009646335089531166,0.011228456976258627,0.005299620929170024,0.0017647807584217912,-0.013085263515274503,0.0015707985303841099,0.021538477625277164,-0.018911469564212302,-0.004807732580879853,0.010034764034114962,0.011165009972240902,0.0034379993073585524,-0.002455912132439564,-0.018508598719557012,-9.693282975770101e-4,0.007046403477631857,-5.302091813742527e-4,0.006896543870511973,-0.0019741560559209947,0.008094917464007034,-0.0013219055930885348,-0.0014394531205210725,-0.009390989529915461,0.001986092191479605,0.0027661913841634522,6.304169322990383e-4,-0.005037268630387448,-0.004011553023316461
2010-01-11,-0.008821620412826414,-0.011442159073908553,-0.011850657820612676,0.06281070765154739,-0.0028385949272353717,0.01774249530149752,0.009428395468247253,-0.016311121961829933,0.009638589219363336,-0.01577648752020333,-0.028295371485406617,-0.010470088833581803,0.005760959529520715,1.5576182737397914e-4,-0.0033572470741632943,0.020308254601693276,0.007761969818083081,-0.0040322034902364745,0.0039786954815619335,-0.012720164454822158,-0.012324964778925196,0.008029984574190019,-0.003970843064204699,-4.118512204200897e-4,0.006727734918411388,0.021662286496412664,-0.0028735691918343464,0.004094275985055074,0.016500977019958674,0.011219876506500803
2010-01-12,-0.011374975127499298,0.01326257063578895,-0.00722849685804805,-0.029471325136530724,-0.015860116467803498,-0.005811009634653308,-0.007588905027462789,-0.017219419837912198,5.966655164231227e-4,-0.02179989843430785,-0.006392057581617094,0.007954888239523283,-0.016229123217702757,0.005294247839722432,-0.023354968700481593,0.01084060472157522,0.0054557090515812146,8.335283519866898e-4,-0.007925992567841544,-0.006607201954414665,-0.0013866192588537496,-0.003186379802177508,0.01146176609387961,0.00638642189460259,-0.026427678168421842,-0.0058204811483209,-0.004726223001045637,9.411073659961744e-4,0.009592339905099001,-0.0049787509428572685
2010-01-13,0.014105535123100088,0.003093779644349537,0.012080101127587728,0.001446019703773782,0.018181787704895314,-0.007586116131796827,0.008823406412310275,0.01524990994440345,0.0035777838123964845,0.007448458547430592,0.005360975373606136,-0.0021454170818892004,0.01698198636076076,0.00635073061025393,0.017475234145263308,0.002637082172067151,-0.001117143506897289,-0.003212434862041924,0.03675102437530575,0.009311622305934186,0.008947911703182765,0.02344159248361244,0.010346544051808015,0.0034800747276944044,0.015288652041890893,0.011430153524046194,0.009265703326317043,-0.0012536758675029125,0.005116016366321752,-0.004002830113895239
2010-01-14,-0.005791633810664276,0.012574117554748021,0.006540238264209464,-0.005615309454716444,0.012581198362977553,-0.0031328413003758326,-0.006122368175651038,-0.008628970683208115,-0.00772424167693464,-0.003193991251467576,0.006043379271181593,0.015971752472790035,0.024809164521064186,0.0020008928239603208,0.009943477637371245,0.0017534880287619625,9.586423262508692e-4,-0.0033420728356929885,0.027228393272748175,0.02009879951046223,-0.006269174006494516,0.008849600036511251,9.753086039461234e-4,0.0053039448209100115,0.02397048265240942,0.0034454271298958172,0.0034427815783142357,-0.02039545249416408,-0.014542816234575096,1.4356312003993565e-4
2010-01-15,-0.016712002985191043,-0.006794772240694691,-0.012020815037291022,-0.023391819113257717,-0.022044109308123394,-0.004022612782993429,-0.002346765379953042,-0.01353966503514381,-0.015568889692222254,-0.019699711355915084,0.009540633421278866,-0.004005733174019865,-0.03165736989170864,-0.00829494887113702,-0.02260009542999275,-0.01470331148200077,-0.005905863612647111,-0.001556855549745939,-0.013003273623280687,-0.0032299356886285047,-0.009232189515873235,0.005675954387599713,-0.012341704237009421,-0.009943147861996904,0.012905153223349064,-0.011262178554199309,-0.014867358132321318,-0.020499331590395076,-0.009776756575910261,-0.008180257751972286
2010-01-19,0.04423830011522112,0.01344656033593461,-0.002795107474751757,0.013473071251408841,0.018442632392368097,0.005679628584887686,0.02440456633081034,0.01339866615173202,0.0060827184041616356,0.009987250916271062,0.010850551736814706,0.017908641856923868,0.012019239880451282,0.01223668983602555,-0.009157556463770034,0.002309432090898511,0.019267841627994553,0.020990777335531785,0.029136012194515892,0.007777065489395385,0.004969761029436803,0.026167258346893707,0.014797783173418733,0.013117427122790959,0.04088891689857732,0.004167281220916141,0.019851375051029185,0.021255434931330752,0.006520081530281274,0.0023150978404069544
2010-01-20,-0.015392460051202317,4.6556930583041556e-4,-0.0074196313676495596,-0.0192023965024799,-0.01770625461644504,-0.0192017911628376,-0.00918472533426784,0.005804590082357564,-0.0024184072700271786,0.005573487148031964,-0.007617711349440448,-0.028999544410582723,0.0014252172618101078,-0.0030603998732419146,0.0027727199039380146,-0.01630622906378476,-0.007403929180256785,-0.004699278477292124,0.01009353109998612,-0.016398744584297353,-0.008190381839488725,-0.0029999766077449808,-0.013544392281565343,-0.010115323437815515,-0.01651013034145976,-0.011896542948557687,-0.004894692161694247,-0.016650548120360487,-0.0031463632330351876,-0.017900941902987078
